기술검토번호,요청일,제품그룹,Location,담당자
ME24-101,2024-02-22 14:57,C,국내,노*경
ME24-100,2024-02-22 14:18,L,국내,유*훈
ME24-099,2024-02-22 13:17,D,국내,유*훈
ME24-097,2024-02-22 11:19,J,국내,박*호
ME24-096,2024-02-21 14:30,I,국내,김*민
ME24-095,2024-02-21 10:43,I,국내,김*민
ME24-094,2024-02-21 9:44,G,수출,박*호
ME24-093,2024-02-21 9:06,E,국내,김*민
ME24-092,2024-02-20 17:48,E,국내,박*호
ME24-091,2024-02-20 14:43,I,국내,김*민
ME24-090,2024-02-20 13:35,E,국내,김*민
ME24-089,2024-02-20 11:49,C,국내,유*훈
ME24-088,2024-02-19 17:53,E,국내,김*민
ME24-087,2024-02-19 16:54,I,수출,노*경
ME24-086,2024-02-19 13:06,L,국내,유*훈
ME24-085,2024-02-19 13:11,I,수출,노*경
ME24-084,2024-02-19 10:29,B,국내,김*민
ME24-083,2024-02-19 10:16,I,국내,김*민
ME24-082,2024-02-19 9:31,L,국내,유*훈
ME24-081,2024-02-16 13:07,D,국내,유*훈
ME24-080,2024-02-15 8:58,I,국내,노*경
ME24-079,2024-02-15 8:22,E,수출,노*경
ME24-078,2024-02-14 13:41,I,국내,김*민
ME24-077,2024-02-14 10:11,K,수출,유*훈
ME24-076,2024-02-13 15:59,E,수출,김*민
ME24-075,2024-02-13 15:36,E,수출,김*민
ME24-074,2024-02-13 13:24,I,국내,김*민
ME24-073,2024-02-13 10:07,I,국내,김*민
ME24-072,2024-02-13 10:06,I,수출,노*경
ME24-071,2024-02-13 9:31,I,수출,노*경
ME24-070,2024-02-13 9:19,I,수출,노*경
ME24-069,2024-02-13 8:57,I,국내,김*민
ME24-068,2024-02-13 9:06,I,수출,노*경
ME24-067,2024-02-07 13:05,K,국내,유*훈
ME24-066,2024-02-05 16:51,I,국내,노*경
ME24-065,2024-02-05 16:38,M,국내,이*호
ME24-064,2024-02-05 8:34,I,수출,노*경
ME24-063,2024-02-02 10:42,G,국내,유*훈
ME24-062,2024-01-31 18:33,B,국내,김*민
ME24-061,2024-01-31 15:14,K,국내,김*민
ME24-060,2024-01-31 13:41,L,국내,유*훈
ME24-059,2024-01-31 13:01,K,국내,김*민
ME24-058,2024-01-31 13:01,K,국내,김*민
ME24-057,2024-01-31 10:05,K,국내,김*민
ME24-056,2024-01-30 10:24,R,국내,김*민
ME24-055,2024-01-30 8:59,B,국내,이*호
ME24-054,2024-01-29 18:14,K,국내,유*훈
ME24-053,2024-01-29 17:33,J,국내,박*호
ME24-052,2024-01-29 8:40,D,국내,김*민
ME24-051,2024-01-29 8:41,E,국내,박*호
ME24-050,2024-01-26 13:10,J,국내,박*호
ME24-049,2024-01-26 8:55,E,수출,박*호
ME24-048,2024-01-26 8:44,E,수출,박*호
ME24-047,2024-01-26 8:34,E,국내,노*경
ME24-046,2024-01-25 12:40,I,수출,노*경
ME24-045,2024-01-24 11:25,I,수출,노*경
ME24-044,2024-01-24 9:33,K,국내,유*훈
ME24-043,2024-01-23 13:34,I,국내,노*경
ME24-042,2024-01-23 10:44,C,국내,유*훈
ME24-041,2024-01-23 10:04,G,국내,박*호
ME24-040,2024-01-23 9:56,J,국내,박*호
ME24-039,2024-01-23 8:44,E,국내,노*경
ME24-038,2024-01-22 13:41,I,국내,김*민
ME24-037,2024-01-22 10:48,E,국내,노*경
ME24-035,2024-01-21 19:35,D,국내,김*민
ME24-034,2024-01-19 16:06,I,국내,노*경
ME24-033,2024-01-19 15:53,L,국내,유*훈
ME24-032,2024-01-19 15:18,E,국내,김*민
ME24-031,2024-01-19 15:18,E,국내,김*민
ME24-030,2024-01-19 14:28,E,국내,김*민
ME24-029,2024-01-19 13:05,B,국내,김*민
ME24-028,2024-01-19 11:33,M,국내,이*호
ME24-027,2024-01-18 16:49,I,국내,노*경
ME24-026,2024-01-18 16:39,K,국내,김*민
ME24-025,2024-01-18 10:24,D,국내,김*민
ME24-024,2024-01-17 13:45,K,국내,김*민
ME24-023,2024-01-17 10:07,J,국내,박*호
ME24-022,2024-01-17 9:08,I,국내,김*민
ME24-021,2024-01-16 18:04,K,국내,김*민
ME24-020,2024-01-16 10:11,K,국내,김*민
ME24-019,2024-01-16 9:43,I,국내,김*민
ME24-018,2024-01-16 9:43,I,국내,김*민
ME24-017,2024-01-15 17:07,E,수출,유*훈
ME24-016,2024-01-15 13:57,E,국내,김*민
ME24-015,2024-01-15 11:47,I,국내,노*경
ME24-014,2024-01-15 10:42,L,국내,유*훈
ME24-013,2024-01-15 10:40,E,국내,노*경
ME24-012,2024-01-12 13:01,G,국내,박*호
ME24-011,2024-01-10 18:51,I,국내,김*민
ME24-010,2024-01-10 15:32,I,수출,노*경
ME24-009,2024-01-10 9:00,K,수출,유*훈
ME24-008,2024-01-08 17:11,K,국내,김*민
ME24-007,2024-01-08 16:39,E,국내,노*경
ME24-006,2024-01-08 15:31,A,국내,김*민
ME24-005,2024-01-08 9:04,G,수출,김*민
ME24-004,2024-01-08 8:52,E,수출,김*민
ME24-003,2024-01-05 12:00,E,국내,노*경
ME24-002,2024-01-03 16:13,G,수출,박*호
ME24-001,2024-01-03 10:59,B,국내,김*민
ME23-785,2023-12-27 16:52,K,국내,이*호
ME23-784,2023-12-26 11:54,I,국내,이*호
ME23-783,2023-12-22 22:50,E,국내,노*경
ME23-782,2023-12-21 14:50,D,국내,이*호
ME23-781,2023-12-21 8:43,E,국내,노*경
ME23-780,2023-12-20 17:55,L,국내,유*훈
ME23-779,2023-12-20 11:05,I,수출,김*민
ME23-778,2023-12-19 17:46,I,국내,김*민
ME23-777,2023-12-19 16:57,I,국내,김*민
ME23-776,2023-12-19 16:39,I,국내,김*민
ME23-775,2023-12-19 15:34,E,국내,노*경
ME23-774,2023-12-18 18:02,G,국내,노*경
ME23-773,2023-12-18 17:01,K,국내,김*민
ME23-772,2023-12-18 15:31,K,수출,유*훈
ME23-771,2023-12-18 14:40,K,수출,유*훈
ME23-770,2023-12-15 13:32,M,국내,이*호
ME23-769,2023-12-15 10:00,I,수출,김*민
ME23-768,2023-12-15 9:57,I,수출,김*민
ME23-767,2023-12-14 17:34,E,국내,노*경
ME23-766,2023-12-14 17:34,A,국내,김*민
ME23-765,2023-12-13 15:24,K,수출,유*훈
ME23-764,2023-12-13 11:16,K,국내,김*민
ME23-763,2023-12-13 10:40,I,수출,김*민
ME23-762,2023-12-13 10:14,I,국내,김*민
ME23-761,2023-12-13 8:52,G,국내,박*호
ME23-760,2023-12-12 17:46,E,국내,김*민
ME23-759,2023-12-10 17:21,B,수출,김*민
ME23-758,2023-12-08 18:05,I,수출,노*경
ME23-757,2023-12-08 18:00,K,수출,유*훈
ME23-756,2023-12-07 17:18,D,국내,김*민
ME23-755,2023-12-07 15:27,L,국내,유*훈
ME23-754,2023-12-07 12:33,K,국내,김*민
ME23-753,2023-12-06 23:24,E,국내,박*호
ME23-752,2023-12-06 9:56,E,국내,유*훈
ME23-751,2023-12-06 8:25,O,국내,권*태
ME23-750,2023-12-05 17:02,E,수출,유*훈
ME23-749,2023-12-05 16:17,G,국내,박*호
ME23-747,2023-12-05 10:06,G,국내,권*태
ME23-745,2023-12-05 8:45,D,국내,권*태
ME23-744,2023-12-05 8:11,B,국내,유*훈
ME23-743,2023-12-04 16:21,L,국내,유*훈
ME23-739,2023-12-04 11:10,K,국내,유*훈
ME23-738,2023-12-04 9:11,L,국내,유*훈
ME23-737,2023-12-04 8:26,C,국내,유*훈
ME23-736,2023-12-01 15:59,E,국내,유*훈
ME23-735,2023-12-01 12:32,E,국내,노*경
ME23-734,2023-11-30 17:21,G,국내,박*호
ME23-733,2023-11-30 9:30,I,수출,노*경
ME23-732,2023-11-29 17:13,K,국내,이*호
ME23-731,2023-11-29 13:33,D,국내,유*훈
ME23-730,2023-11-29 9:50,E,수출,유*훈
ME23-729,2023-11-28 16:33,E,국내,유*훈
ME23-728,2023-11-27 15:07,K,국내,유*훈
ME23-727,2023-11-27 14:28,S,국내,황*효
ME23-726,2023-11-27 13:38,K,국내,유*훈
ME23-725,2023-11-27 13:21,E,국내,노*경
ME23-724,2023-11-27 10:19,K,국내,유*훈
ME23-723,2023-11-24 14:33,A,국내,김*민
ME23-722,2023-11-24 10:34,R,국내,이*호
ME23-721,2023-11-23 18:17,L,국내,유*훈
ME23-720,2023-11-23 13:42,D,국내,김*민
ME23-718,2023-11-22 18:36,D,국내,유*훈
ME23-717,2023-11-22 13:53,K,국내,유*훈
ME23-716,2023-11-22 13:44,I,국내,유*훈
ME23-715,2023-11-21 19:42,G,국내,박*호
ME23-714,2023-11-21 18:12,I,국내,노*경
ME23-713,2023-11-21 12:09,E,국내,유*훈
ME23-712,2023-11-21 9:40,I,수출,노*경
ME23-711,2023-11-21 9:04,E,수출,박*호
ME23-710,2023-11-20 16:40,G,국내,이*호
ME23-709,2023-11-20 16:33,G,국내,박*호
ME23-708,2023-11-20 16:30,E,국내,이*호
ME23-707,2023-11-17 18:39,M,국내,이*호
ME23-706,2023-11-17 13:56,E,국내,노*경
ME23-705,2023-11-17 11:03,E,국내,노*경
ME23-704,2023-11-17 10:20,J,국내,유*훈
ME23-703,2023-11-17 8:52,K,국내,유*훈
ME23-702,2023-11-16 10:19,K,수출,유*훈
ME23-701,2023-11-15 16:17,I,수출,노*경
ME23-700,2023-11-15 15:48,E,국내,노*경
ME23-699,2023-11-15 10:28,L,국내,유*훈
ME23-698,2023-11-15 10:03,E,국내,박*호
ME23-697,2023-11-15 8:24,C,국내,유*훈
ME23-696,2023-11-15 8:24,C,국내,유*훈
ME23-695,2023-11-14 17:34,F,수출,유*훈
ME23-694,2023-11-14 11:35,I,국내,노*경
ME23-693,2023-11-14 10:13,C,국내,노*경
ME23-692,2023-11-13 17:24,L,국내,유*훈
ME23-691,2023-11-13 14:48,E,국내,권*태
ME23-690,2023-11-13 9:33,I,수출,노*경
ME23-689,2023-11-10 9:15,B,국내,김*민
ME23-688,2023-11-10 8:54,S,국내,황*효
ME23-687,2023-11-10 8:27,I,수출,노*경
ME23-686,2023-11-09 15:33,L,국내,유*훈
ME23-685,2023-11-09 8:56,E,수출,노*경
ME23-684,2023-11-09 8:56,E,수출,노*경
ME23-683,2023-11-08 18:57,G,국내,박*호
ME23-682,2023-11-08 18:22,E,수출,박*호
ME23-681,2023-11-08 15:10,M,수출,권*태
ME23-680,2023-11-08 13:31,I,수출,노*경
ME23-679,2023-11-08 11:24,L,국내,유*훈
ME23-678,2023-11-07 17:09,A,국내,김*민
ME23-677,2023-11-07 15:04,E,국내,유*훈
ME23-676,2023-11-07 14:51,K,국내,유*훈
ME23-675,2023-11-07 13:35,R,국내,김*민
ME23-674,2023-11-07 11:26,K,국내,유*훈
ME23-673,2023-11-07 10:36,L,국내,유*훈
ME23-672,2023-11-07 8:25,B,수출,김*민
ME23-671,2023-11-06 18:42,E,국내,유*훈
ME23-670,2023-11-06 17:00,I,국내,김*민
ME23-669,2023-11-02 17:53,E,국내,김*민
ME23-668,2023-11-02 14:05,G,국내,박*호
ME23-667,2023-11-02 14:02,E,국내,김*민
ME23-666,2023-11-01 18:49,G,국내,박*호
ME23-665,2023-11-01 14:04,L,국내,유*훈
ME23-664,2023-10-31 17:11,E,국내,김*민
ME23-663,2023-10-31 16:57,I,수출,노*경
ME23-662,2023-10-31 11:04,J,국내,박*호
ME23-661,2023-10-30 17:09,G,국내,박*호
ME23-660,2023-10-30 10:52,I,국내,김*민
ME23-659,2023-10-30 10:49,I,국내,노*경
ME23-658,2023-10-30 8:59,I,국내,노*경
ME23-657,2023-10-30 9:01,I,수출,노*경
ME23-656,2023-10-27 14:22,D,국내,김*민
ME23-654,2023-10-26 17:03,A,국내,김*민
ME23-653,2023-10-26 14:49,E,국내,노*경
ME23-652,2023-10-26 13:53,D,국내,김*민
ME23-651,2023-10-26 8:29,I,수출,노*경
ME23-650,2023-10-25 13:57,K,국내,유*훈
ME23-649,2023-10-25 10:19,K,국내,유*훈
ME23-648,2023-10-23 16:25,G,수출,이*호
ME23-647,2023-10-23 10:59,E,국내,노*경
ME23-646,2023-10-23 10:17,E,국내,노*경
ME23-645,2023-10-23 9:44,E,국내,박*호
ME23-644,2023-10-23 9:01,G,수출,박*호
ME23-643,2023-10-20 11:15,J,국내,박*호
ME23-641,2023-10-20 11:00,B,국내,김*민
ME23-640,2023-10-19 16:33,S,국내,황*효
ME23-639,2023-10-19 15:46,S,국내,황*효
ME23-638,2023-10-19 9:16,E,국내,박*호
ME23-637,2023-10-18 18:14,O,국내,유*훈
ME23-636,2023-10-18 16:18,I,수출,김*민
ME23-635,2023-10-18 14:23,I,수출,김*민
ME23-634,2023-10-17 15:42,I,국내,김*민
ME23-633,2023-10-16 17:34,A,국내,김*민
ME23-632,2023-10-16 17:26,I,국내,김*민
ME23-631,2023-10-16 14:56,E,수출,박*호
ME23-630,2023-10-16 11:27,I,수출,김*민
ME23-629,2023-10-13 19:43,L,국내,권*태
ME23-628,2023-10-13 16:40,K,수출,유*훈
ME23-627,2023-10-13 10:34,J,국내,박*호
ME23-626,2023-10-13 10:05,K,국내,김*민
ME23-625,2023-10-12 20:26,C,국내,유*훈
ME23-624,2023-10-12 16:47,E,국내,이*호
ME23-623,2023-10-12 13:46,K,국내,김*민
ME23-622,2023-10-12 10:11,L,국내,유*훈
ME23-621,2023-10-12 10:16,J,국내,박*호
ME23-620,2023-10-12 9:42,E,국내,김*민
ME23-619,2023-10-11 10:54,G,국내,박*호
ME23-618,2023-10-11 9:51,E,국내,유*훈
ME23-617,2023-10-11 10:28,I,수출,김*민
ME23-616,2023-10-10 16:48,I,수출,김*민
ME23-615,2023-10-10 15:37,I,국내,김*민
ME23-614,2023-10-10 15:17,I,국내,김*민
ME23-613,2023-10-10 12:02,A,국내,이*호
ME23-612,2023-10-10 11:22,I,국내,김*민
ME23-611,2023-10-10 10:21,I,국내,김*민
ME23-610,2023-10-05 20:34,I,국내,김*민
ME23-609,2023-10-05 15:17,E,국내,이*호
ME23-608,2023-10-05 10:18,L,국내,유*훈
ME23-607,2023-10-04 17:53,K,국내,유*훈
ME23-606,2023-10-04 17:54,E,국내,박*호
ME23-605,2023-10-04 15:12,K,국내,유*훈
ME23-604,2023-10-04 14:50,E,국내,유*훈
ME23-603,2023-10-04 14:15,G,국내,권*태
ME23-602,2023-10-04 12:55,E,수출,황*원
ME23-601,2023-09-27 13:50,J,국내,박*호
ME23-599,2023-09-25 13:24,L,국내,유*훈
ME23-598,2023-09-25 13:55,M,국내,이*호
ME23-597,2023-09-22 17:56,G,국내,김*민
ME23-596,2023-09-22 16:03,F,수출,유*훈
ME23-595,2023-09-22 8:42,E,국내,노*경
ME23-594,2023-09-21 13:08,B,국내,김*민
ME23-593,2023-09-21 11:38,R,국내,이*호
ME23-592,2023-09-21 10:12,I,국내,김*민
ME23-590,2023-09-20 17:42,C,국내,유*훈
ME23-589,2023-09-20 14:16,L,국내,권*태
ME23-588,2023-09-20 11:36,I,국내,김*민
ME23-587,2023-09-20 11:10,K,국내,김*민
ME23-586,2023-09-20 11:08,E,수출,노*경
ME23-585,2023-09-20 9:53,K,수출,유*훈
ME23-584,2023-09-19 14:02,K,국내,김*민
ME23-583,2023-09-19 8:44,I,국내,김*민
ME23-582,2023-09-18 16:45,E,국내,김*민
ME23-581,2023-09-15 15:43,C,수출,유*훈
ME23-580,2023-09-15 14:20,G,국내,박*호
ME23-579,2023-09-15 14:07,C,수출,유*훈
ME23-578,2023-09-15 11:14,D,수출,김*민
ME23-577,2023-09-15 10:29,E,국내,노*경
ME23-576,2023-09-14 17:35,G,국내,박*호
ME23-575,2023-09-14 16:29,M,국내,이*호
ME23-574,2023-09-14 14:09,G,국내,박*호
ME23-573,2023-09-14 12:58,S,국내,황*효
ME23-572,2023-09-14 12:58,S,국내,황*효
ME23-571,2023-09-13 18:32,G,국내,유*훈
ME23-570,2023-09-13 9:36,I,국내,노*경
ME23-569,2023-09-12 15:04,K,국내,이*호
ME23-568,2023-09-11 19:52,G,국내,박*호
ME23-567,2023-09-11 16:06,K,국내,이*호
ME23-566,2023-09-11 15:09,I,국내,김*민
ME23-565,2023-09-11 11:15,C,국내,유*훈
ME23-564,2023-09-11 11:15,K,국내,유*훈
ME23-563,2023-09-08 11:20,L,국내,유*훈
ME23-562,2023-09-08 9:51,K,국내,유*훈
ME23-561,2023-09-07 20:10,M,국내,이*호
ME23-559,2023-09-07 11:33,E,국내,박*호
ME23-558,2023-09-07 9:20,F,수출,박*호
ME23-557,2023-09-07 9:20,F,수출,노*경
ME23-556,2023-09-06 15:42,M,국내,이*호
ME23-555,2023-09-06 8:54,E,국내,유*훈
ME23-554,2023-09-06 6:01,S,국내,황*효
ME23-553,2023-09-06 5:50,S,국내,황*효
ME23-552,2023-09-05 17:36,B,국내,김*민
ME23-551,2023-09-05 9:20,B,국내,이*호
ME23-549,2023-09-05 9:05,I,수출,김*민
ME23-548,2023-09-05 8:07,I,수출,김*민
ME23-547,2023-09-01 14:24,J,국내,박*호
ME23-546,2023-09-01 8:58,A,국내,김*민
ME23-545,2023-09-01 8:39,D,국내,김*민
ME23-544,2023-08-31 16:19,I,국내,노*경
ME23-543,2023-08-31 15:43,S,국내,황*효
ME23-542,2023-08-31 15:40,H,국내,노*경
ME23-541,2023-08-31 11:24,D,국내,김*민
ME23-540,2023-08-31 9:47,K,국내,유*훈
ME23-539,2023-08-31 4:06,K,국내,유*훈
ME23-538,2023-08-30 18:30,S,국내,황*효
ME23-537,2023-08-30 15:51,G,국내,유*훈
ME23-536,2023-08-29 13:10,B,국내,이*호
ME23-535,2023-08-29 9:57,I,국내,김*민
ME23-534,2023-08-29 9:39,I,국내,김*민
ME23-533,2023-08-28 17:44,E,국내,노*경
ME23-532,2023-08-28 16:57,I,국내,김*민
ME23-531,2023-08-28 16:36,D,국내,김*민
ME23-528,2023-08-28 9:55,D,국내,김*민
ME23-527,2023-08-24 16:56,L,국내,유*훈
ME23-526,2023-08-23 17:41,L,국내,유*훈
ME23-525,2023-08-23 10:26,E,수출,김*민
ME23-524,2023-08-23 10:33,I,수출,김*민
ME23-523,2023-08-23 9:59,E,국내,박*호
ME23-522,2023-08-22 17:54,K,국내,김*민
ME23-521,2023-08-22 10:16,I,국내,김*민
ME23-520,2023-08-21 17:16,J,국내,유*훈
ME23-519,2023-08-21 15:07,I,수출,김*민
ME23-518,2023-08-21 8:41,I,국내,김*민
ME23-517,2023-08-18 16:09,I,국내,김*민
ME23-516,2023-08-17 18:50,I,국내,김*민
ME23-515,2023-08-17 14:57,D,국내,김*민
ME23-514,2023-08-17 13:06,L,국내,유*훈
ME23-513,2023-08-17 14:51,I,수출,김*민
ME23-512,2023-08-17 14:20,K,수출,유*훈
ME23-511,2023-08-17 9:50,C,국내,유*훈
ME23-510,2023-08-17 8:51,G,수출,노*경
ME23-509,2023-08-16 7:36,E,국내,유*훈
ME23-508,2023-08-11 14:12,D,국내,김*민
ME23-507,2023-08-11 14:12,D,국내,김*민
ME23-506,2023-08-11 13:16,E,국내,황*원
ME23-505,2023-08-10 0:22,C,국내,유*훈
ME23-504,2023-08-09 15:32,I,수출,김*민
ME23-503,2023-08-09 15:32,I,수출,김*민
ME23-502,2023-08-09 15:15,G,국내,박*호
ME23-501,2023-08-09 14:04,I,국내,김*민
ME23-500,2023-08-09 11:36,S,국내,황*효
ME23-499,2023-08-07 17:35,E,국내,김*민
ME23-498,2023-08-07 15:02,G,국내,박*호
ME23-497,2023-08-07 9:21,L,국내,유*훈
ME23-496,2023-08-07 8:53,S,국내,황*효
ME23-495,2023-08-04 16:29,E,국내,김*민
ME23-494,2023-08-04 15:37,D,국내,권*태
ME23-493,2023-08-04 16:00,I,국내,김*민
ME23-492,2023-08-04 10:12,E,국내,유*훈
ME23-491,2023-08-03 17:09,S,국내,황*효
ME23-490,2023-08-03 14:57,B,국내,이*호
ME23-489,2023-08-03 9:34,E,국내,박*호
ME23-488,2023-08-03 9:19,I,수출,김*민
ME23-487,2023-08-02 13:52,E,국내,황*원
ME23-486,2023-08-02 10:38,S,국내,황*효
ME23-485,2023-08-02 9:32,B,국내,김*민
ME23-484,2023-08-01 16:33,I,국내,김*민
ME23-483,2023-08-01 9:59,I,국내,김*민
ME23-482,2023-07-31 14:40,G,수출,박*호
ME23-481,2023-07-31 9:06,L,국내,유*훈
ME23-480,2023-07-29 15:27,E,국내,박*호
ME23-479,2023-07-29 14:55,B,국내,권*태
ME23-478,2023-07-29 13:21,I,국내,김*민
ME23-477,2023-07-28 16:56,I,수출,김*민
ME23-476,2023-07-28 14:57,I,국내,김*민
ME23-475,2023-07-27 17:44,E,국내,김*민
ME23-474,2023-07-27 14:51,E,수출,박*호
ME23-473,2023-07-27 14:22,D,국내,김*민
ME23-472,2023-07-27 12:09,I,국내,김*민
ME23-471,2023-07-27 9:19,J,국내,박*호
ME23-470,2023-07-27 8:58,K,수출,이*호
ME23-469,2023-07-26 15:41,K,국내,김*민
ME23-468,2023-07-26 13:50,L,국내,유*훈
ME23-467,2023-07-26 12:23,I,국내,김*민
ME23-466,2023-07-26 10:04,I,국내,김*민
ME23-465,2023-07-26 8:18,E,수출,김*민
ME23-464,2023-07-25 17:59,E,국내,김*민
ME23-463,2023-07-25 15:40,I,국내,김*민
ME23-462,2023-07-25 15:04,R,국내,김*민
ME23-461,2023-07-24 13:06,E,국내,김*민
ME23-460,2023-07-24 10:51,G,국내,김*민
ME23-459,2023-07-24 10:53,L,국내,이*훈
ME23-458,2023-07-24 8:47,L,국내,유*훈
ME23-457,2023-07-21 16:40,I,국내,이*훈
ME23-456,2023-07-21 15:28,L,국내,황*효
ME23-455,2023-07-21 14:29,K,수출,유*훈
ME23-454,2023-07-21 10:47,K,국내,박*호
ME23-453,2023-07-21 9:21,B,국내,김*민
ME23-452,2023-07-20 10:06,B,국내,김*민
ME23-451,2023-07-20 8:34,G,수출,이*호
ME23-450,2023-07-19 16:43,R,국내,이*호
ME23-446,2023-07-19 16:04,J,국내,박*호
ME23-445,2023-07-19 11:21,I,수출,이*훈
ME23-444,2023-07-19 9:57,B,국내,김*민
ME23-443,2023-07-18 16:39,L,국내,유*훈
ME23-442,2023-07-18 11:35,G,국내,박*호
ME23-441,2023-07-17 18:37,K,국내,김*민
ME23-440,2023-07-17 16:43,D,국내,김*민
ME23-439,2023-07-17 14:56,K,국내,유*훈
ME23-438,2023-07-17 11:28,E,국내,이*훈
ME23-437,2023-07-17 11:27,S,국내,황*효
ME23-436,2023-07-14 18:16,E,국내,이*훈
ME23-435,2023-07-14 10:37,G,국내,박*호
ME23-434,2023-07-13 17:51,R,국내,김*민
ME23-433,2023-07-13 13:50,K,국내,이*훈
ME23-432,2023-07-12 15:29,R,국내,이*호
ME23-431,2023-07-12 10:57,J,국내,박*호
ME23-429,2023-07-11 16:52,I,국내,이*훈
ME23-428,2023-07-11 13:40,C,국내,유*훈
ME23-427,2023-07-11 8:18,I,수출,이*훈
ME23-426,2023-07-10 22:45,S,국내,황*효
ME23-425,2023-07-10 16:54,A,국내,김*민
ME23-424,2023-07-10 15:42,K,수출,유*훈
ME23-423,2023-07-10 14:10,D,국내,김*민
ME23-422,2023-07-10 9:29,H,국내,이*훈
ME23-421,2023-07-09 14:59,G,수출,박*호
ME23-420,2023-07-07 17:09,E,국내,이*훈
ME23-419,2023-07-07 13:53,B,국내,김*민
ME23-418,2023-07-07 10:59,I,국내,이*훈
ME23-417,2023-07-07 10:25,A,국내,김*민
ME23-416,2023-07-06 9:09,S,국내,황*효
ME23-415,2023-07-05 11:46,G,국내,유*훈
ME23-414,2023-07-04 17:50,S,국내,황*효
ME23-413,2023-07-04 16:02,S,국내,황*효
ME23-412,2023-07-04 13:47,B,수출,김*민
ME23-411,2023-07-04 11:47,I,국내,김*민
ME23-410,2023-07-04 11:42,G,국내,이*훈
ME23-409,2023-07-03 17:03,G,국내,박*호
ME23-408,2023-07-03 12:43,B,국내,김*민
ME23-407,2023-06-30 9:17,E,국내,김*민
ME23-406,2023-06-29 13:15,K,국내,유*훈
ME23-405,2023-06-29 10:05,E,국내,김*민
ME23-404,2023-06-29 9:12,I,국내,이*훈
ME23-403,2023-06-28 17:24,G,국내,박*호
ME23-402,2023-06-28 11:04,K,수출,유*훈
ME23-401,2023-06-28 10:30,A,국내,김*민
ME23-400,2023-06-28 9:27,E,국내,이*훈
ME23-399,2023-06-28 8:27,G,국내,박*호
ME23-398,2023-06-27 12:45,B,국내,김*민
ME23-397,2023-06-27 12:37,B,국내,김*민
ME23-396,2023-06-27 10:12,E,국내,이*훈
ME23-395,2023-06-27 10:12,E,국내,황*원
ME23-394,2023-06-26 15:55,I,국내,이*훈
ME23-393,2023-06-26 14:01,K,국내,유*훈
ME23-392,2023-06-26 10:23,I,수출,이*훈
ME23-391,2023-06-26 9:39,I,수출,이*훈
ME23-390,2023-06-22 17:09,B,국내,김*민
ME23-389,2023-06-22 10:41,I,국내,김*민
ME23-388,2023-06-22 9:53,K,국내,김*민
ME23-387,2023-06-21 17:51,B,국내,김*민
ME23-386,2023-06-21 10:06,I,수출,이*훈
ME23-385,2023-06-21 7:36,I,국내,김*민
ME23-384,2023-06-20 17:54,K,수출,유*훈
ME23-383,2023-06-20 15:52,E,국내,이*훈
ME23-382,2023-06-20 15:26,B,국내,김*민
ME23-381,2023-06-20 15:23,S,국내,황*효
ME23-380,2023-06-20 9:09,L,국내,유*훈
ME23-379,2023-06-19 17:46,G,국내,박*호
ME23-378,2023-06-19 16:40,I,국내,이*훈
ME23-377,2023-06-19 8:54,I,국내,김*민
ME23-376,2023-06-16 17:04,I,국내,이*훈
ME23-375,2023-06-16 17:04,I,국내,이*훈
ME23-374,2023-06-16 9:06,E,수출,이*훈
ME23-373,2023-06-15 17:18,J,국내,유*훈
ME23-372,2023-06-15 16:50,L,국내,유*훈
ME23-371,2023-06-15 15:09,I,수출,이*훈
ME23-370,2023-06-15 13:12,G,국내,김*민
ME23-369,2023-06-15 13:08,J,국내,유*훈
ME23-367,2023-06-14 16:59,I,국내,이*훈
ME23-365,2023-06-14 8:40,I,국내,김*민
ME23-364,2023-06-13 17:46,E,국내,이*훈
ME23-363,2023-06-13 14:24,I,국내,이*훈
ME23-362,2023-06-13 13:45,I,수출,이*훈
ME23-361,2023-06-13 13:38,I,수출,이*훈
ME23-360,2023-06-13 13:21,G,국내,박*호
ME23-359,2023-06-13 9:59,B,국내,이*훈
ME23-358,2023-06-13 8:26,H,수출,이*훈
ME23-357,2023-06-12 16:36,B,수출,김*민
ME23-356,2023-06-12 15:20,I,국내,김*민
ME23-355,2023-06-12 13:56,L,국내,유*훈
ME23-354,2023-06-12 9:56,A,국내,이*훈
ME23-353,2023-06-12 9:21,I,수출,이*훈
ME23-352,2023-06-09 17:35,K,수출,이*훈
ME23-351,2023-06-09 16:40,I,국내,이*훈
ME23-350,2023-06-09 8:53,S,국내,황*효
ME23-349,2023-06-09 8:53,S,국내,황*효
ME23-348,2023-06-08 14:50,K,국내,이*훈
ME23-347,2023-06-07 19:14,G,국내,박*호
ME23-346,2023-06-07 18:10,D,국내,이*훈
ME23-344,2023-06-07 14:36,G,국내,박*호
ME23-343,2023-06-07 14:17,S,국내,황*효
ME23-342,2023-06-07 11:02,E,국내,황*원
ME23-341,2023-06-07 10:45,J,국내,박*호
ME23-340,2023-06-07 10:36,E,국내,황*원
ME23-339,2023-06-07 10:22,I,수출,이*훈
ME23-338,2023-06-02 13:37,C,수출,유*훈
ME23-337,2023-06-01 18:04,I,국내,이*훈
ME23-336,2023-06-01 16:57,R,국내,이*호
ME23-335,2023-06-01 16:30,K,수출,이*훈
ME23-334,2023-06-01 15:37,L,국내,유*훈
ME23-333,2023-06-01 15:12,K,수출,이*훈
